,response,noun,predicate,adjective,polarity,nounclass,firstutterance,slide_number,language,enjoyment,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
10,0.57,team,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",unfriendly,negative,people,is not,13,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
11,0.91,design,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",uninteresting,negative,organization,is,14,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
12,0.24,woman,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",accurate,positive,people,is not,15,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
13,0.83,dorm,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",frustrating,negative,organization,is,16,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
14,0.01,group,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",poor,negative,people,is not,17,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
15,0.08,dorm,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",short,negative,organization,is not,18,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
16,0.01,person,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",uncertain,negative,people,is,19,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
17,0.81,university,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",impolite,negative,organization,is,20,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
18,0.86,university,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",kind,positive,organization,is not,21,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
19,0.5,university,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",weak,negative,organization,is not,22,English,1,35,Female,1,,Safari,iPhone/iPod,896,414,3.042333333333333,20,Yes
0,0.48,group,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",unlucky,negative,people,is not,3,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
1,0.98,person,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",unsatisfactory,negative,people,is not,4,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
2,0.96,country,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",impolite,negative,organization,is not,5,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
3,0.96,government,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",certain,positive,organization,is,6,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
4,0.86,man,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",weak,negative,people,is,7,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
5,0.99,team,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",interesting,positive,people,is not,8,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
6,0.88,person,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",unfair,negative,people,is not,9,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
7,0.85,dorm,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",happy,positive,organization,is not,10,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
8,0.64,group,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is not,11,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
9,0.55,country,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",sad,negative,organization,is,12,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
10,0.8,country,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",mean,negative,organization,is,13,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
11,0.61,country,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",long,positive,organization,is not,14,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
12,0.7,woman,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",possible,positive,people,is not,15,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
13,0.65,dorm,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",inaccurate,negative,organization,is,16,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
14,0.43,group,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",rude,negative,people,is not,17,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
15,0.72,woman,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",friendly,positive,people,is,18,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
16,0.52,team,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",rich,positive,people,is,19,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
17,0.39,dorm,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",good,positive,organization,is not,20,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
18,0.7,man,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useless,negative,people,is not,21,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
19,0.61,dorm,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",frustrating,negative,organization,is not,22,English,2,37,Male,4,none,Chrome,Linux,768,1366,2.2017333333333333,21,Yes
0,0.99,university,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",uncertain,negative,organization,is not,3,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
1,0.97,team,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",satisfactory,positive,people,is not,4,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
2,0.97,team,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",long,positive,people,is,5,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
3,0.96,design,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",strong,positive,organization,is not,6,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
4,0.96,group,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",satisfactory,positive,people,is not,7,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
5,0.98,university,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",kind,positive,organization,is,8,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
6,0.97,man,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",impossible,negative,people,is not,9,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
7,0.98,university,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",polite,positive,organization,is not,10,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
8,0.99,woman,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",lucky,positive,people,is not,11,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
9,0.97,dorm,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",friendly,positive,organization,is not,12,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
10,0.99,country,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",happy,positive,organization,is,13,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
11,0.98,woman,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",unfair,negative,people,is not,14,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
12,0.99,dorm,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",uninteresting,negative,organization,is not,15,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
13,0.97,university,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",good,positive,organization,is not,16,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
14,0.99,group,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",poor,negative,people,is,17,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
15,0.98,country,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",unhappy,negative,organization,is not,18,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
16,0.98,dorm,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",inaccurate,negative,organization,is,19,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
17,0.97,country,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",tall,positive,organization,is not,20,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
18,0.99,design,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",polite,positive,organization,is,21,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
19,0.97,dorm,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useless,negative,organization,is not,22,English,1,68,Female,4,,Chrome,Windows,900,1600,3.1668,22,Yes
0,0.96,person,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",satisfactory,positive,people,is,3,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
1,0.98,woman,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is,4,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
2,0.94,country,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",kind,positive,organization,is,5,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
3,0.96,group,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",frustrating,negative,people,is,6,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
4,0.96,group,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",weak,negative,people,is,7,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
5,0.95,team,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",bad,negative,people,is,8,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
6,0.95,person,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",uninteresting,negative,people,is,9,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
7,0.95,dorm,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",unfriendly,negative,organization,is not,10,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
8,0.96,government,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",certain,positive,organization,is,11,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
9,0.04,dorm,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",unfair,negative,organization,is not,12,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
10,0.95,design,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",rude,negative,organization,is,13,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
11,0.02,university,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",unhappy,negative,organization,is,14,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
12,0.04,group,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",possible,positive,people,is,15,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
13,0.99,team,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is not,16,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
14,0.04,person,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",sad,negative,people,is not,17,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
15,0.5,team,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useful,positive,people,is not,18,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
16,0.01,country,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",poor,negative,organization,is not,19,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
17,0.98,design,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",impolite,negative,organization,is not,20,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
18,0.01,person,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",unlucky,negative,people,is,21,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
19,0.02,group,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",inaccurate,negative,people,is,22,English,1,65,Male,0,,Chrome,Windows,864,1536,4.3819333333333335,23,Yes
0,1.0,group,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",possible,positive,people,is,3,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
1,0.0,group,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",fair,positive,people,is,4,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
2,1.0,man,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",uninteresting,negative,people,is not,5,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
3,0.0,person,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is,6,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
4,0.0,person,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is not,7,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
5,1.0,university,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",weak,negative,organization,is not,8,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
6,1.0,government,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",polite,positive,organization,is not,9,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
7,0.02,dorm,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",happy,positive,organization,is,10,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
8,0.6,group,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useless,negative,people,is,11,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
9,0.0,woman,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",accurate,positive,people,is,12,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
10,0.44,university,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",uncertain,negative,organization,is not,13,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
11,0.0,team,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",unhappy,negative,people,is not,14,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
12,0.99,university,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",friendly,positive,organization,is not,15,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
13,1.0,country,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",kind,positive,organization,is,16,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
14,1.0,woman,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",satisfactory,positive,people,is not,17,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
15,1.0,woman,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",unsatisfactory,negative,people,is not,18,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
16,1.0,government,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",rude,negative,organization,is,19,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
17,0.0,design,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",unlucky,negative,organization,is,20,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
18,0.0,university,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",rich,positive,organization,is not,21,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
19,0.66,person,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",good,positive,people,is not,22,english,1,34,Female,1,,Chrome,Windows,864,1536,1.6863666666666666,24,Yes
0,0.03,university,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",impossible,negative,organization,is not,3,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
1,0.87,person,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",unhappy,negative,people,is not,4,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
2,0.44,team,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",unfair,negative,people,is not,5,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
3,0.05,university,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",short,negative,organization,is,6,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
4,0.44,design,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",satisfactory,positive,organization,is,7,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
5,0.77,government,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",strong,positive,organization,is not,8,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
6,0.95,university,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",mean,negative,organization,is not,9,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
7,0.49,university,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",certain,positive,organization,is not,10,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
8,1.0,university,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",unlucky,negative,organization,is not,11,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
9,0.93,government,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",impolite,negative,organization,is not,12,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
10,0.01,person,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",tall,positive,people,is,13,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
11,0.87,design,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",polite,positive,organization,is,14,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
12,0.99,team,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",good,positive,people,is not,15,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
13,0.87,man,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",happy,positive,people,is,16,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
14,0.89,person,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",unfriendly,negative,people,is not,17,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
15,0.4,woman,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",accurate,positive,people,is,18,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
16,0.92,design,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",uninteresting,negative,organization,is,19,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
17,0.78,design,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",poor,negative,organization,is,20,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
18,0.62,design,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",unsatisfactory,negative,organization,is,21,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
19,0.79,woman,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useful,positive,people,is,22,English,1,32,Female,2,,Chrome,Windows,1080,1920,2.0842,25,Yes
0,0.02,person,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",accurate,positive,people,is not,3,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
1,0.01,man,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",strong,positive,people,is,4,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
2,0.01,group,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",unfriendly,negative,people,is not,5,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
3,0.04,dorm,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",impossible,negative,organization,is,6,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
4,0.05,group,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",polite,positive,people,is,7,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
5,0.02,team,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is,8,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
6,0.02,person,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",bad,negative,people,is,9,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
7,0.05,university,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useful,positive,organization,is,10,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
8,0.02,woman,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",polite,positive,people,is,11,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
9,0.03,country,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",happy,positive,organization,is not,12,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
10,0.05,person,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",uninteresting,negative,people,is not,13,English,2,51,Female,3,,Firefox,Mac,800,1280,2.1329166666666666,26,Yes
